Name,Size at Posting,Created,Type,Likes,Retweets,total,URL,Message,Screen Name,Link 1,Final Link 1,Link 2,Final Link 2
U.S. Olympic Team,1870897,2017-07-18 21:46:02 EDT,link,116,30,146,https://twitter.com/TeamUSA/status/887488670512455680,#TeamUSA made history today at #London2017 with TWO record breaking performances! ?? http://go.teamusa.org/2uxsZm7 https://t.co/DU2bBh0DUY,TeamUSA,https://t.co/DU2bBh0DUY,https://twitter.com/TeamUSA/status/887488670512455680/photo/1,http://go.teamusa.org/2uxsZm7,http://www.teamusa.org/News/2017/July/18/Breanna-Clark-Isaac-Jean-Paul-Shatter-World-Records-At-World-Para-Athletics-Championships
U.S. Olympic Team,1870897,2017-07-18 18:15:29 EDT,link,37,7,44,https://twitter.com/TeamUSA/status/887435682813276160,Got any questions for @allysonfelix?! ?? Now's you chance to ask her the hard-hitting questions! ???? https://twitter.com/allysonfelix/status/887427471053905920,TeamUSA,https://twitter.com/allysonfelix/status/887427471053905920,https://twitter.com/allysonfelix/status/887427471053905920,,
U.S. Olympic Team,1870897,2017-07-18 17:25:25 EDT,link,142,14,156,https://twitter.com/TeamUSA/status/887423083086307328,Good luck! We'll be rooting for you! ?? https://twitter.com/jessicaparratto/status/887415257509093376,TeamUSA,https://twitter.com/jessicaparratto/status/887415257509093376,https://twitter.com/jessicaparratto/status/887415257509093376,,
U.S. Olympic Team,1870897,2017-07-18 16:15:01 EDT,link,43,8,51,https://twitter.com/TeamUSA/status/887405368048984064,A late surge sent @j_wilimovsky from 49th to 10K SILVER at #FINAWorlds! ?????? #FINABudapest2017 ?? http://go.teamusa.org/2tcsaeu https://t.co/9JQynlXN0i,TeamUSA,https://t.co/9JQynlXN0i,https://twitter.com/TeamUSA/status/887405368048984064/photo/1,http://go.teamusa.org/2tcsaeu,http://www.teamusa.org/News/2017/July/18/Late-Surge-Sends-Jordan-Wilimovsky-From-49th-To-10K-Silver-Medal-At-World-Championships
U.S. Olympic Team,1870897,2017-07-18 15:45:02 EDT,link,61,17,78,https://twitter.com/TeamUSA/status/887397820054904832,"After a major win against Japan, @USAFieldHockey secured their spot in the #HWL2017 semifinals AND 2018 Worlds! ?? ?? http://go.teamusa.org/2vyBVVp https://t.co/RoaWoTV06H",TeamUSA,http://go.teamusa.org/2vyBVVp,http://www.teamusa.org/News/2017/July/18/US-Womens-Field-Hockey-Team-Earns-World-League-Finals-World-Cup-Berths,https://t.co/RoaWoTV06H,https://twitter.com/TeamUSA/status/887397820054904832/photo/1
U.S. Olympic Team,1870897,2017-07-18 15:45:02 EDT,link,51,11,62,https://twitter.com/TeamUSA/status/887397820809883649,"After a major win against Japan, @USAFieldHockey secured their spot in the #HWL2017 finals AND 2018 Worlds! ?? ?? http://go.teamusa.org/2vyBVVp https://t.co/iUpuXdmxlT",TeamUSA,https://t.co/iUpuXdmxlT,https://twitter.com/TeamUSA/status/887397820809883649/photo/1,http://go.teamusa.org/2vyBVVp,http://www.teamusa.org/News/2017/July/18/US-Womens-Field-Hockey-Team-Earns-World-League-Finals-World-Cup-Berths
U.S. Olympic Team,1870897,2017-07-18 15:15:02 EDT,link,47,7,54,https://twitter.com/TeamUSA/status/887390270400086016,Meet the team! ?? @usafencing will send 24 athletes to the #WorldFencingChampionships! ?? Find out who! ?? http://go.teamusa.org/2uFj0vE https://t.co/9XZ08kHazD,TeamUSA,http://go.teamusa.org/2uFj0vE,http://www.teamusa.org/News/2017/July/18/Team-USA-Is-Sending-16-Olympians-With-11-Medals-To-The-World-Fencing-Championships-Meet-The-Team,https://t.co/9XZ08kHazD,https://twitter.com/TeamUSA/status/887390270400086016/photo/1
U.S. Olympic Team,1870897,2017-07-18 15:09:05 EDT,photo,68,19,87,https://twitter.com/TeamUSA/status/887388773998309376,.@dDins97 & @PalmerKrysta secure @USADiving's first medal of #FINABudapest2017 in the Mixed Team 3m/10m final! Way to go! ?? https://t.co/GJ8sYcjlXu,TeamUSA,https://t.co/GJ8sYcjlXu,https://twitter.com/TeamUSA/status/887388773998309376/photo/1,,
U.S. Olympic Team,1870897,2017-07-18 14:45:06 EDT,link,190,34,224,https://twitter.com/TeamUSA/status/887382738709368832,It’s a family thing! ?? @USAWP’s Kiley & Jamie Neushul take on #FINAWorlds together in hopes of ??! ?? http://go.teamusa.org/2u574jv https://t.co/4SPbQZPPzA,TeamUSA,https://t.co/4SPbQZPPzA,https://twitter.com/TeamUSA/status/887382738709368832/photo/1,http://go.teamusa.org/2u574jv,http://www.teamusa.org/News/2017/July/18/Kiley-Neushul-Is-On-Her-Way-To-More-Water-Polo-Gold-This-Time-With-Her-Sister-On-The-Team”
U.S. Olympic Team,1870897,2017-07-18 13:31:16 EDT,link,50,10,60,https://twitter.com/TeamUSA/status/887364157556891648,Stand out performances from #TeamUSA this past week go to….. Click here to find out! ?? http://go.teamusa.org/2tbZTVG https://t.co/BKq0BMXhuz,TeamUSA,https://t.co/BKq0BMXhuz,https://twitter.com/TeamUSA/status/887364157556891648/photo/1,http://go.teamusa.org/2tbZTVG,http://www.teamusa.org/News/2017/July/18/The-Week-In-Team-USA-Results-July-11-17
U.S. Olympic Team,1870897,2017-07-18 12:26:49 EDT,tweet,25,4,29,https://twitter.com/TeamUSA/status/887347939668103170,"With #FINABudapest2017 splashing ?? away, what year was the first #FINAWorlds Championship held? ?? #TriviaTuesday",TeamUSA,,,,
U.S. Olympic Team,1870897,2017-07-18 10:46:43 EDT,link,137,17,154,https://twitter.com/TeamUSA/status/887322747562602496,"Let's go, ladies! ???????????? https://twitter.com/usafieldhockey/status/887282383464148992",TeamUSA,https://twitter.com/usafieldhockey/status/887282383464148992,https://twitter.com/usafieldhockey/status/887282383464148992,,
U.S. Olympic Team,1870897,2017-07-18 10:38:53 EDT,link,52,8,60,https://twitter.com/TeamUSA/status/887320775572803584,Can't wait! ???????????? https://twitter.com/usadiving/status/887101111294984193,TeamUSA,https://twitter.com/usadiving/status/887101111294984193,https://twitter.com/usadiving/status/887101111294984193,,
U.S. Olympic Team,1870897,2017-07-18 09:46:51 EDT,native_video,73,22,95,https://twitter.com/TeamUSA/status/887307683614736384,"Two U.S. rival teams in pursuit of greatness. WATCH Synchro Sisters, an @olympicchannel? series ?? http://bit.ly/2urDRll &utm_content=Twitter Post&sf97820570=1&sf98473042=1 https://t.co/HopCUzba4a",TeamUSA,http://bit.ly/2urDRll,https://www.olympicchannel.com/en/playback/synchro-sisters/?utm_campaign=owned-ongoing&utm_medium=twitter&utm_source=twitter,https://t.co/HopCUzba4a,https://twitter.com/TeamUSA/status/887307683614736384/video/1
U.S. Olympic Team,1870897,2017-07-18 09:32:06 EDT,link,54,9,63,https://twitter.com/TeamUSA/status/887303971144032257,"Don’t miss #DiveNats17, the final stop of the #SCS2017! Get your ?????? now ?? http://bit.ly/2sjDrIF #SCS2017 presented by @Comcast. https://t.co/xD9svzxt8c",TeamUSA,http://bit.ly/2sjDrIF,https://tickets.vendini.com/ticketLine/ITL/?t=tix&e=c1976382dbee85fbb80b81d6972b2eac&vqitq=39ec8aca-a6d2-4dde-a3d6-c63e21428681&vqitp=c1e90ed9-989e-4f9f-9970-cc9bca955f50&vqitts=1497452077&vqitc=vendini&vqite=itl&vqitrt=Safetynet&vqith=810e719f1b14e1c39c10b83a9eb76ed7&theme=mobile,https://t.co/xD9svzxt8c,https://twitter.com/TeamUSA/status/887303971144032257/photo/1
U.S. Olympic Team,1870897,2017-07-18 09:20:13 EDT,photo,57,12,69,https://twitter.com/TeamUSA/status/887300977908252675,#ICYMI: That's a ??for @j_wilimovsky in the Men Open Water 10K with a time of 1:51:58:60! ???? #FINAWorlds #FINABudapest2017 https://t.co/gPDxMvthIF,TeamUSA,https://t.co/gPDxMvthIF,https://twitter.com/TeamUSA/status/887300977908252675/photo/1,,
U.S. Olympic Team,1870650,2017-07-17 22:01:06 EDT,link,140,32,172,https://twitter.com/TeamUSA/status/887130072859148288,#TeamUSA packed the podium at #London2017 with with 10 medals to bring its event-leading total to 29! ?? ?? http://go.teamusa.org/2u2UmSo https://t.co/EDFS9XbZOW,TeamUSA,http://go.teamusa.org/2u2UmSo,http://www.teamusa.org/News/2017/July/17/Tatyana-McFadden-Continues-Her-Quest-For-Domination-With-2-World-Titles-In-One-Day,https://t.co/EDFS9XbZOW,https://twitter.com/TeamUSA/status/887130072859148288/photo/1
U.S. Olympic Team,1870650,2017-07-17 19:05:07 EDT,link,33,6,39,https://twitter.com/TeamUSA/status/887085784867586048,#TeamUSA’s tweets of the week are up and they are a must see! ?? http://go.teamusa.org/2vuYQRr https://t.co/ZxzSxZAjN1,TeamUSA,http://go.teamusa.org/2vuYQRr,http://www.teamusa.org/News/2017/July/17/TeamUSAs-Tweets-Of-The-Week,https://t.co/ZxzSxZAjN1,https://twitter.com/TeamUSA/status/887085784867586048/photo/1
U.S. Olympic Team,1870650,2017-07-17 18:00:07 EDT,link,43,12,55,https://twitter.com/TeamUSA/status/887069431133753345,"#TeamUSA's Recipe Of The Week is a delicious succotash salad filled with fiber, protein and vitamin B. ???????? ??: http://go.teamusa.org/2txZAE0 https://t.co/KnyEo2U1Ou",TeamUSA,https://t.co/KnyEo2U1Ou,https://twitter.com/TeamUSA/status/887069431133753345/photo/1,http://go.teamusa.org/2txZAE0,http://www.teamusa.org/Cooking-With-Team-USA/Salads/Summer-Succotash-Salad
U.S. Olympic Team,1870650,2017-07-17 17:45:04 EDT,link,36,6,42,https://twitter.com/TeamUSA/status/887065641743564800,So many EXCITING events happened this week! Don’t miss 2??0?? things we learned about #TeamUSA this week! ?? http://go.teamusa.org/2vuG0d4 https://t.co/ZVWYIWfMOr,TeamUSA,https://t.co/ZVWYIWfMOr,https://twitter.com/TeamUSA/status/887065641743564800/photo/1,http://go.teamusa.org/2vuG0d4,http://www.teamusa.org/News/2017/July/17/20-Things-We-Learned-About-Team-USA-Last-Week
U.S. Olympic Team,1870650,2017-07-17 17:00:07 EDT,photo,145,28,173,https://twitter.com/TeamUSA/status/887054328548032512,Happy Birthday @KatieU11! Have a rockin’ day! ???? ?? https://t.co/jI8gnY3X41,TeamUSA,https://t.co/jI8gnY3X41,https://twitter.com/TeamUSA/status/887054328548032512/photo/1,,
U.S. Olympic Team,1870650,2017-07-17 16:45:05 EDT,native_video,116,30,146,https://twitter.com/TeamUSA/status/887050546728779776,"“I really just want to enjoy making the trials, do my happy dance for a little bit, it was hard but we got here."" #MondayMotivation https://t.co/oN6sgs7y04",TeamUSA,https://t.co/oN6sgs7y04,https://twitter.com/TeamUSA/status/887050546728779776/video/1,,
U.S. Olympic Team,1870650,2017-07-17 16:00:04 EDT,link,601,71,672,https://twitter.com/TeamUSA/status/887039216244277248,Happy #WorldEmojiDay! @lzhernandez02 is ?? of being a human emoji! ?? http://go.teamusa.org/2r3istR https://t.co/AWuYKtSOmk,TeamUSA,https://t.co/AWuYKtSOmk,https://twitter.com/TeamUSA/status/887039216244277248/photo/1,http://go.teamusa.org/2r3istR,http://www.teamusa.org/News/2017/June/09/17-Times-Laurie-Hernandez-Was-A-Human-Emoji
U.S. Olympic Team,1870650,2017-07-17 15:30:04 EDT,link,90,20,110,https://twitter.com/TeamUSA/status/887031669567266816,Update: Lake Placid will be hosting the 2??0??2??1?? @USBSF World Championships! ?? ?? http://go.teamusa.org/2u1VTda https://t.co/6tMnqJWra2,TeamUSA,http://go.teamusa.org/2u1VTda,http://www.teamusa.org/News/2017/July/17/Lake-Placid-To-Host-2021-Bobsled-And-Skeleton-World-Championships,https://t.co/6tMnqJWra2,https://twitter.com/TeamUSA/status/887031669567266816/photo/1
U.S. Olympic Team,1870650,2017-07-17 15:00:03 EDT,link,33,8,41,https://twitter.com/TeamUSA/status/887024113671262208,?? + ?? + ? + ?? + ?? Catch up with #TeamUSA! ?? http://go.teamusa.org/2u1tZOw https://t.co/lyN1ZVhXdl,TeamUSA,http://go.teamusa.org/2u1tZOw,http://www.teamusa.org/News/2017/July/17/The-Week-In-16-Photos-July-10-16,https://t.co/lyN1ZVhXdl,https://twitter.com/TeamUSA/status/887024113671262208/photo/1
U.S. Olympic Team,1870650,2017-07-17 14:30:02 EDT,link,72,13,85,https://twitter.com/TeamUSA/status/887016560874758145,Congrats to @BillMaySynchro & Kanako Spendlove of @USASynchro for taking ?? at the #FINAWorlds! ?? http://go.teamusa.org/2u26sLA https://t.co/VJS0u7tpAk,TeamUSA,https://t.co/VJS0u7tpAk,https://twitter.com/TeamUSA/status/887016560874758145/photo/1,http://go.teamusa.org/2u26sLA,http://www.teamusa.org/News/2017/July/17/Bill-May-Kanako-Spendlove-Win-Mixed-Duet-Technical-Bronze-At-Synchro-Swimming-World-Championships
U.S. Olympic Team,1870650,2017-07-17 13:45:01 EDT,link,49,12,61,https://twitter.com/TeamUSA/status/887005232844099584,.@aobert18 is ready to help take @USAWP to new heights at #Budapest2017! ?? ?? http://go.teamusa.org/2tj1tcm https://t.co/DXCQJpGkIm,TeamUSA,https://t.co/DXCQJpGkIm,https://twitter.com/TeamUSA/status/887005232844099584/photo/1,http://go.teamusa.org/2tj1tcm,http://www.teamusa.org/News/2017/July/17/Alex-Obert-Is-Ready-To-Step-Into-Leadership-Role-As-US-Mens-Water-Polo-Enters-World-Championships
U.S. Olympic Team,1870650,2017-07-17 12:55:38 EDT,link,85,16,101,https://twitter.com/TeamUSA/status/886992803426955264,Let's go #TeamUSA! ???? ???? ???? https://twitter.com/PurdueDivers/status/886985937967865857,TeamUSA,https://twitter.com/PurdueDivers/status/886985937967865857,https://twitter.com/PurdueDivers/status/886985937967865857,,
U.S. Olympic Team,1870650,2017-07-17 12:54:18 EDT,link,82,20,102,https://twitter.com/TeamUSA/status/886992467832262656,#TeamUSA leads the medal leaderboard with 1??9?? total at #London2017! ?? http://go.teamusa.org/2v9LZo9 https://t.co/nP9vmLnvrQ,TeamUSA,http://go.teamusa.org/2v9LZo9,http://www.teamusa.org/News/2017/July/16/Gillette-Campbell-Townsend-All-Successfully-Defend-Field-World-Titles,https://t.co/nP9vmLnvrQ,https://twitter.com/TeamUSA/status/886992467832262656/photo/1
U.S. Olympic Team,1870650,2017-07-17 11:30:03 EDT,link,32,8,40,https://twitter.com/TeamUSA/status/886971267571527680,"#London2017 ?? #ESPYS2017 ?? #LA2024 ?? what #TeamUSA athletes were up to this past week with red, white & trending! http://go.teamusa.org/2uqLbxW https://t.co/XVnYTjbK6U",TeamUSA,https://t.co/XVnYTjbK6U,https://twitter.com/TeamUSA/status/886971267571527680/photo/1,http://go.teamusa.org/2uqLbxW,http://www.teamusa.org/News/2017/July/14/Red-White-Trending-July-7-13
U.S. Olympic Team,1870650,2017-07-17 11:22:43 EDT,photo,124,25,149,https://twitter.com/TeamUSA/status/886969419049684993,???? ???? ???? #WorldEmojiDay ???? ???? ???? Using ONLY emojis - Why are YOU a #TeamUSA fan? Comment below ?? https://t.co/Z1G7YeAJLY,TeamUSA,https://t.co/Z1G7YeAJLY,https://twitter.com/TeamUSA/status/886969419049684993/photo/1,,
U.S. Olympic Team,1870650,2017-07-17 10:40:10 EDT,link,477,221,698,https://twitter.com/TeamUSA/status/886958709959798785,THIS FEBRUARY: The #WinterOlympics are coming... #TeamUSA athletes battle to claim their seat on the throne! ?? http://bit.ly/2u1cGNa https://t.co/SAtPCorSu0,TeamUSA,http://bit.ly/2u1cGNa,http://www.nbcolympics.com/news/winter-olympic-are-coming-us-olympic-hopefuls-take-throne,https://t.co/SAtPCorSu0,https://twitter.com/TeamUSA/status/886958709959798785/photo/1
U.S. Olympic Team,1870650,2017-07-17 09:31:02 EDT,link,62,14,76,https://twitter.com/TeamUSA/status/886941315476275200,Are you prepared for the final stop on the #SCS2017 tour with @USADiving?! GET READY! ??: http://bit.ly/2sjDrIF ??: http://teamusa.org/scs https://t.co/oRITAxKRld,TeamUSA,https://t.co/oRITAxKRld,https://twitter.com/TeamUSA/status/886941315476275200/photo/1,http://bit.ly/2sjDrIF,https://tickets.vendini.com/ticketLine/ITL/?t=tix&e=c1976382dbee85fbb80b81d6972b2eac&vqitq=39ec8aca-a6d2-4dde-a3d6-c63e21428681&vqitp=c1e90ed9-989e-4f9f-9970-cc9bca955f50&vqitts=1497452077&vqitc=vendini&vqite=itl&vqitrt=Safetynet&vqith=810e719f1b14e1c39c10b83a9eb76ed7&theme=mobile
U.S. Olympic Team,1870362,2017-07-16 21:42:11 EDT,link,1401,791,2192,https://twitter.com/TeamUSA/status/886762927491076100,Congrats to @Meryl_Davis and @FedorAndreev on their engagement! ?? Read more ?? http://go.teamusa.org/2t69ugk https://t.co/MaF6PcLhv3,TeamUSA,http://go.teamusa.org/2t69ugk,http://www.teamusa.org/News/2017/July/16/Meryl-Davis-Announces-Engagement-To-Former-Canadian-Skater-Fedor-Andreev,https://t.co/MaF6PcLhv3,https://twitter.com/TeamUSA/status/886762927491076100/photo/1
U.S. Olympic Team,1870362,2017-07-16 21:29:39 EDT,link,234,47,281,https://twitter.com/TeamUSA/status/886759770803367936,#WinterIsComing.... 208 days until the #WinterOlympics! ?? https://twitter.com/hilaryknight/status/886755488502775810,TeamUSA,https://twitter.com/hilaryknight/status/886755488502775810,https://twitter.com/hilaryknight/status/886755488502775810,,
U.S. Olympic Team,1870362,2017-07-16 21:20:55 EDT,link,116,12,128,https://twitter.com/TeamUSA/status/886757572388302848,Volleyball legends @PhilDalhausser & @NicklucenaFSU took on the world.... And won it all. ???? ?? ?? ?? http://go.teamusa.org/2upiMrZ https://t.co/H9waTzN066,TeamUSA,http://go.teamusa.org/2upiMrZ,http://www.teamusa.org/News/2017/July/16/Dalhausser-And-Lucenas-Roll-Continues-With-More-Gold-At-USA-Vs-The-World-Event,https://t.co/H9waTzN066,https://twitter.com/TeamUSA/status/886757572388302848/photo/1
U.S. Olympic Team,1870362,2017-07-16 20:39:14 EDT,link,104,16,120,https://twitter.com/TeamUSA/status/886747085399363584,"Things are looking good for @usatriathlon, who just won silver in the mixed event, which debuts at #Tokyo2020! ???? ?? http://go.teamusa.org/2vs2FGS https://t.co/BKp1ygy34L",TeamUSA,http://go.teamusa.org/2vs2FGS,http://www.teamusa.org/News/2017/July/16/Team-USA-Earns-World-Championships-Silver-In-Triathlons-Mixed-Team-Relay-A-New-Olympic-Event,https://t.co/BKp1ygy34L,https://twitter.com/TeamUSA/status/886747085399363584/photo/1
U.S. Olympic Team,1870362,2017-07-16 18:57:00 EDT,link,88,20,108,https://twitter.com/TeamUSA/status/886721358117425152,Three is a lucky number for @RCrouserThrows! This is his third meet record in the Diamond League this year! ?? ?? http://go.teamusa.org/2vs0ljf https://t.co/iKyBWGwDoz,TeamUSA,https://t.co/iKyBWGwDoz,https://twitter.com/TeamUSA/status/886721358117425152/photo/1,http://go.teamusa.org/2vs0ljf,http://www.teamusa.org/News/2017/July/16/Third-Straight-Win-Third-Meet-Record-For-Ryan-Crouser-In-Diamond-League-This-Season
U.S. Olympic Team,1870362,2017-07-16 16:31:05 EDT,photo,138,24,162,https://twitter.com/TeamUSA/status/886684633491963905,Our #NextOlympicHopeful athletes took on the Manitou Incline today: a mile of stairs at a 50% grade...they were still all smiles! ?? https://t.co/hOmLKmchm0,TeamUSA,https://t.co/hOmLKmchm0,https://twitter.com/TeamUSA/status/886684633491963905/photo/1,,
U.S. Olympic Team,1870362,2017-07-16 15:56:29 EDT,link,55,12,67,https://twitter.com/TeamUSA/status/886675926163083264,"You go, @USASynchro! ???? https://twitter.com/fina1908/status/886675545563574272",TeamUSA,https://twitter.com/fina1908/status/886675545563574272,https://twitter.com/fina1908/status/886675545563574272,,
U.S. Olympic Team,1870362,2017-07-16 14:36:03 EDT,link,126,35,161,https://twitter.com/TeamUSA/status/886655686121144320,.@USAWrestling continues to rake in the hardware at the Grand Prix of Spain! The women collected 7 more medals! ?? ?? http://go.teamusa.org/2uo1oUq https://t.co/EqfWDrcztD,TeamUSA,http://go.teamusa.org/2uo1oUq,http://www.teamusa.org/News/2017/July/16/Led-By-Leathers-And-Mensah-US-Womens-Wrestlers-Claim-7-Medals-At-Grand-Prix-Of-Spain,https://t.co/EqfWDrcztD,https://twitter.com/TeamUSA/status/886655686121144320/photo/1
U.S. Olympic Team,1870362,2017-07-16 13:54:46 EDT,photo,110,19,129,https://twitter.com/TeamUSA/status/886645296855494657,Our athlete mentors striking poses! ?????? #NextOlympicHopeful https://t.co/EmPC9QNRoc,TeamUSA,https://t.co/EmPC9QNRoc,https://twitter.com/TeamUSA/status/886645296855494657/photo/1,,
U.S. Olympic Team,1870362,2017-07-16 13:45:09 EDT,link,77,13,90,https://twitter.com/TeamUSA/status/886642874871418880,"Watch out, World Grand Prix, @usavolleyball is ranked no. 2 in their group and ready for round three! ?? ?? http://go.teamusa.org/2vrj1PT https://t.co/C1SBMgIjDF",TeamUSA,https://t.co/C1SBMgIjDF,https://twitter.com/TeamUSA/status/886642874871418880/photo/1,http://go.teamusa.org/2vrj1PT,http://www.teamusa.org/News/2017/July/16/No-2-In-Their-Group-US-Women-Head-To-Brazil-With-4-2-Record-At-Volleyball-World-Grand-Prix
U.S. Olympic Team,1870362,2017-07-16 12:36:02 EDT,link,38,9,47,https://twitter.com/TeamUSA/status/886625481134493696,Who would #TeamUSA athletes give an Olympic Medal to if given the chance? ?? Find out! ?? http://go.teamusa.org/2tXQ8LK https://t.co/4OO8bhRu90,TeamUSA,https://t.co/4OO8bhRu90,https://twitter.com/TeamUSA/status/886625481134493696/photo/1,http://go.teamusa.org/2tXQ8LK,http://www.teamusa.org/News/2017/July/15/Who-Would-Team-USA-Athletes-Give-An-Olympic-Medal-To-If-Given-The-Chance
U.S. Olympic Team,1870362,2017-07-16 12:08:03 EDT,native_video,87,18,105,https://twitter.com/TeamUSA/status/886618439284019200,En garde! ? It's @DarylDHomer's birthday today! ?? https://t.co/m9CImUdOlB,TeamUSA,https://t.co/m9CImUdOlB,https://twitter.com/TeamUSA/status/886618439284019200/video/1,,
U.S. Olympic Team,1870362,2017-07-16 11:45:05 EDT,link,151,21,172,https://twitter.com/TeamUSA/status/886612658903957505,"HAPPY BIRTHDAY to 2x Olympic champion, @CarliLloyd! ?????? Send your wishes to Carli on her special day. ?? http://go.teamusa.org/2tNwa8x https://t.co/HtJ6PlIDdI",TeamUSA,https://t.co/HtJ6PlIDdI,https://twitter.com/TeamUSA/status/886612658903957505/photo/1,http://go.teamusa.org/2tNwa8x,http://action.teamusa.org/page/s/happy-birthday-carli-llyod?utm_source=Lloyd_Birthday_Twitter_Organic_&utm_medium=social&utm_campaign=0
U.S. Olympic Team,1870362,2017-07-16 10:00:05 EDT,link,76,26,102,https://twitter.com/TeamUSA/status/886586236952920065,#TeamUSA takes on South Africa in the final game of group play at the FIH World League today! Good luck! ???? ?? http://go.teamusa.org/2tnDrb3 https://t.co/PNNNISC5xm,TeamUSA,http://go.teamusa.org/2tnDrb3,http://www.teamusa.org/News/2017/July/14/Five-For-Friday-Field-Hockey,https://t.co/PNNNISC5xm,https://twitter.com/TeamUSA/status/886586236952920065/photo/1
U.S. Olympic Team,1870362,2017-07-16 09:03:02 EDT,native_video,340,70,410,https://twitter.com/TeamUSA/status/886571879770628097,"Happy birthday, @CarliLloyd! Hope your birthday party is this exciting! ?? ?? https://t.co/krWlGYQ0tn",TeamUSA,https://t.co/krWlGYQ0tn,https://twitter.com/TeamUSA/status/886571879770628097/video/1,,
U.S. Olympic Team,1870037,2017-07-15 23:34:59 EDT,link,159,34,193,https://twitter.com/TeamUSA/status/886428927337656320,Speed runs in the family for the McFadden sisters! ?? Read more about the ???? sweep at #London2017! ?? http://go.teamusa.org/2v564fv https://t.co/wGf7hUqiHI,TeamUSA,https://t.co/wGf7hUqiHI,https://twitter.com/TeamUSA/status/886428927337656320/photo/1,http://go.teamusa.org/2v564fv,http://www.teamusa.org/News/2017/July/15/McFadden-Sisters-Share-Podium-For-The-First-Time-In-Team-USA-Sweep-At-Worlds
U.S. Olympic Team,1870037,2017-07-15 22:37:43 EDT,link,157,22,179,https://twitter.com/TeamUSA/status/886414512936636416,"It was ???? vs. the ?? at the @FIVBBeach Presidents Cup this weekend, and #TeamUSA went 2 and 3! ?? Read more ?? http://go.teamusa.org/2uw4LJe https://t.co/ppP7npEddH",TeamUSA,https://t.co/ppP7npEddH,https://twitter.com/TeamUSA/status/886414512936636416/photo/1,http://go.teamusa.org/2uw4LJe,http://www.teamusa.org/News/2017/July/15/Ross-Fendrick-Hughes-Claes-Take-Silver-And-Bronze-At-USA-Vs-The-World-Beach-Volleyball-Tournament
U.S. Olympic Team,1870037,2017-07-15 22:01:21 EDT,photo,68,23,91,https://twitter.com/TeamUSA/status/886405363343532033,The final day of #NextOlympicHopeful training is in the books! ?? Now we wait. 8 winners will be announced on Aug. 25th at 9p ET on NBCSN. https://t.co/KkXABL9gV8,TeamUSA,https://t.co/KkXABL9gV8,https://twitter.com/TeamUSA/status/886405363343532033/photo/1,,
U.S. Olympic Team,1870037,2017-07-15 20:58:36 EDT,photo,403,132,535,https://twitter.com/TeamUSA/status/886389569050079233,"We got three! ???? #TeamUSA wins Group B and continues on in the #GoldCup2017! See you on Wednesday, #USMNT fans! ?? https://t.co/HZ64Et5Lca",TeamUSA,https://t.co/HZ64Et5Lca,https://twitter.com/TeamUSA/status/886389569050079233/photo/1,,
U.S. Olympic Team,1870037,2017-07-15 20:53:08 EDT,photo,124,31,155,https://twitter.com/TeamUSA/status/886388195100950528,"?? ?? ?? @MattMiazga3 in the 87th minute, #TeamUSA got three, now let's keep this lead! ???? 3 - 0 ???? #USAvNCA #GoldCup2017 https://t.co/gL0TaZ2cpQ",TeamUSA,https://t.co/gL0TaZ2cpQ,https://twitter.com/TeamUSA/status/886388195100950528/photo/1,,
U.S. Olympic Team,1870037,2017-07-15 20:21:47 EDT,photo,134,24,158,https://twitter.com/TeamUSA/status/886380306017726464,GOALLLLLLLLLLL! @Krowe210 sneaks one into the back of the net at the 56th minute! ???? 2 - 0 ???? #USAvNCA #GoldCup2017 https://t.co/cCrtGoMjjs,TeamUSA,https://t.co/cCrtGoMjjs,https://twitter.com/TeamUSA/status/886380306017726464/photo/1,,
U.S. Olympic Team,1870037,2017-07-15 19:55:06 EDT,photo,206,29,235,https://twitter.com/TeamUSA/status/886373589926195200,.@ussoccer is up at the half! HALFTIME: ???? 1 - 0 ???? #USAvNCA #GoldCup2017 https://t.co/Wu9nyZQHF3,TeamUSA,https://t.co/Wu9nyZQHF3,https://twitter.com/TeamUSA/status/886373589926195200/photo/1,,
U.S. Olympic Team,1870037,2017-07-15 19:44:32 EDT,photo,128,34,162,https://twitter.com/TeamUSA/status/886370931123388420,"The first goal of the game goes to #TeamUSA courtesy of @JoeCorona15! Keep it up, boys...?? ???? 1 - 0 ???? #USAvNCA #GoldCup2017 https://t.co/098SE4XCZS",TeamUSA,https://t.co/098SE4XCZS,https://twitter.com/TeamUSA/status/886370931123388420/photo/1,,
U.S. Olympic Team,1870037,2017-07-15 19:07:42 EDT,photo,117,21,138,https://twitter.com/TeamUSA/status/886361662743343104,"It's game time! ?? Where are YOU watching #USAvNCA?! Remember, #TeamUSA needs to win by three or more goals to win Group B! ??: @ussoccer https://t.co/dRMRlQu3a4",TeamUSA,https://t.co/dRMRlQu3a4,https://twitter.com/TeamUSA/status/886361662743343104/photo/1,,
